Proj_Award,Proj_Funding_Country,Proj_Funding_Agency,Proj_Program_Code,Proj_Start_Year,Proj_End_Year,Proj_Title,Proj_AON,Proj_Initiative,Proj_Discipline,Proj_Institution,Proj_Contact_Name,Proj_Contact_Email,Proj_Contact_Phone,Proj_Contact_Role,Proj_Page_Link,Proj_Metadata_Link,Site_Name,Site_ID_AOV,Site_ID_Alt1,Site_ID_Alt2,Site_Country,Site_Place,Site_Lat,Site_Long,Site_Accuracy,Site_Depth,Site_Elevation,Site_Start_Year,Site_End_Year,Site_Start_Date,Site_End_Date,Site_Type,Site_GCMD_Science,Site_GCMD_Platform,Site_GCMD_Instrument,Data_Page_Link1,Data_Page_Link2,Data_Metadata_Link,db_Metadata_Sources,db_Metadata_Wrangler,db_Date_Created,db_Date_Export,db_Date_Modified,db_Notes,Site_Name_IDs,Site_Lat_Long,Site_Location_Country,Site_Abstract,Site_ID_BAID
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA Track 1: Collaborative Research: Opening Up and Crowding In:Dynamic Adaptation to Evolving Arctic Sea Ice Loss,Y,,Social and Human Sciences,,"York, Abigail",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928235,,Logistics Base,,,,Russia,"Pakhachi, Kamchatka Russia",60.56,169.05,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA Track 1: Collaborative Research: Opening Up and Crowding In:Dynamic Adaptation to Evolving Arctic Sea Ice Loss,Y,,Social and Human Sciences,,"York, Abigail",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928235,,Logistics Base,,,,Russia,"Paratunka, Kamchatka Russia",52.94,158.27,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research: The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Shiklomanov, Nikolay",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836377,,Logistics Base,,,,Russia,"Lorino, Chukotka Russia",65.49,-171.72,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836377,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,Russia,"Lorino, Chukotka Russia",65.49,-171.72,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"Holmes, Robert",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1913888,,Logistics Base,,,,Russia,"Yenisey River, Krasnoyarsky Russia",71,83.23,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"McClelland, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914215,,Logistics Base,,,,Russia,"Yenisey River, Krasnoyarsky Russia",71,83.23,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"Shiklomanov, Alexander",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1913962,,Logistics Base,,,,Russia,"Yenisey River, Krasnoyarsky Russia",71,83.23,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Collaborative Research: AON: The Arctic Great Rivers Observatory (ArcticGRO),Y,,Geological Sciences,,"Spencer, Robert",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1914081,,Logistics Base,,,,Russia,"Yenisey River, Krasnoyarsky Russia",71,83.23,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,Continuing Support of Sustainable Observations of Thermal State of Permafrost in North America and Russia: The U.S. Contribution to the Global Terrestrial Network for Permafrost,Y,,Cryosphere,,"Romanovsky, Vladimir",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1832238,,Logistics Base,,,,Russia,"Yakutsk, Yakutia Russia",62.09,129.76,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA Track 1: Collaborative Research: Opening Up and Crowding In:Dynamic Adaptation to Evolving Arctic Sea Ice Loss,Y,,Social and Human Sciences,,"York, Abigail",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928235,,Logistics Base,,,,Russia,"Sireniki, Chukotka Russia",64.41,-173.96,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA Track 1: Rain on Snow and Extreme Precipitation Events across the Arctic and their Impacts on Social-Ecological Systems,Y,,Meteorology and Climate,,"Serreze, Mark",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928230,,Logistics Base,,,,Russia,"Yamal Peninsula, Yamalia Russia",72.44,69.26,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Allakaket, Interior Alaska",66.56,-152.64,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research: The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Shiklomanov, Nikolay",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836377,,Logistics Base,,,,Russia,"Provideniya, Chukotka Russia",64.45,-173.19,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836381,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2024,NNA: Collaborative Research:The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Nelson, Frederick ""Fritz""",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836381,,Logistics Base,,,,Russia,"Provideniya, Chukotka Russia",64.45,-173.19,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836473,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,NNA Track 1: Collaborative Research: Arctic Urban Risks and Adaptations (AURA): a co-production framework for addressing multiple changing environmental hazards,Y,,Education and Outreach,,"Nicolsky, Dmitri",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1927537,,Logistics Base,,,,United States of America,"Anchorage, Southcentral and Gulf Coast Alaska",61.2,-149.89,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836473,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,NNA Track 1: Collaborative Research: Arctic Urban Risks and Adaptations (AURA): a co-production framework for addressing multiple changing environmental hazards,Y,,Education and Outreach,,"Powell, James",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1927312,,Logistics Base,,,,United States of America,"Anchorage, Southcentral and Gulf Coast Alaska",61.2,-149.89,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836473,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,NNA/Collaborative Research: Emergency Response in the Arctic (ERA): Investments for Global Capabilities and Local Benefits,Y,,Social and Human Sciences,,"Sharkey, Thomas",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1825712,,Logistics Base,,,,United States of America,"Anchorage, Southcentral and Gulf Coast Alaska",61.2,-149.89,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"Arctic Observing Networks: Collaborative Research: ITEX AON -understanding the relationships between vegetation change, plantphenology, and ecosystem function in a warming Arctic",Y,,Biology,,"Oberbauer, Steven",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1504381,,Logistics Base,,,,United States of America,"Atqasuk, Arctic Alaska",70.47,-157.38,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,Y,,Biology,,"Boelman, Natalie",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839198,,Logistics Base,,,,United States of America,"Arctic National Wildlife Refuge, Interior Alaska",68.75,-144.5,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,Y,,Biology,,"Brinkman, Todd",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839192,,Logistics Base,,,,United States of America,"Arctic National Wildlife Refuge, Interior Alaska",68.75,-144.5,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,Y,,Biology,,"Liston, Glen",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839195,,Logistics Base,,,,United States of America,"Arctic National Wildlife Refuge, Interior Alaska",68.75,-144.5,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Collaborative Research: Navigating the New Arctic (NNA): Soundscape ecology to assess environmental and anthropogenic controls on wildlife behavior,Y,,Biology,,"Mandel, Michael",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1839185,,Logistics Base,,,,United States of America,"Arctic National Wildlife Refuge, Interior Alaska",68.75,-144.5,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,Convergence NNA: Networking Indigenous Arctic and U.S. Southwest Communities on Knowledge Co-Production in Data Sciences,Y,,Education and Outreach,,"Johnson, Noor",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1745499,,Logistics Base,,,,United States of America,"Chickaloon, Southcentral and Gulf Coast Alaska",61.79,-148.46,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA Track 1: Collaborative Research: Arctic Urban Risks and Adaptations (AURA): a co-production framework for addressing multiple changing environmental hazards,Y,,Education and Outreach,,"Schmidt, Jennifer",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1927563,,Logistics Base,,,,United States of America,"Anchorage, Southcentral and Gulf Coast Alaska",61.2,-149.89,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Beaver, Interior Alaska",63.04,-141.85,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Beaver Creek, Interior Alaska",63.04,-141.85,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA Track 1: Rain on Snow and Extreme Precipitation Events across the Arctic and their Impacts on Social-Ecological Systems,Y,,Meteorology and Climate,,"Serreze, Mark",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928230,,Logistics Base,,,,United States of America,"Anchorage, Southcentral and Gulf Coast Alaska",61.2,-149.89,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Kholodov, Alexander",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753397,,Logistics Base,,,,United States of America,"Bethel, West Alaska",60.79,-161.76,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Kholodov, Alexander",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753397,,Logistics Base,,,,United States of America,"Chevak, West Alaska",61.52,-165.58,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Bethel, West Alaska",60.79,-161.76,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Chevak, West Alaska",61.52,-165.58,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Circle, Interior Alaska",65.81,-144.05,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: The Circumpolar Active Layer Monitoring Network-CALM V (2019-2024): Long-term Observations on the Climate-Active Layer-Permafrost System,Y,,Meteorology and Climate,,"Shiklomanov, Nikolay",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836377,,Logistics Base,,,,United States of America,"Atqasuk, Arctic Alaska",70.47,-157.38,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Fresh Eyes on Ice: Connecting Arctic Communities through a Revitalized and Modernized Freshwater Ice Observation Network,Y,,Cryosphere,,"Arp, Christopher",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836523,,Logistics Base,,,,United States of America,"Arctic Village, Interior Alaska",68.13,-145.52,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Fresh Eyes on Ice: Connecting Arctic Communities through a Revitalized and Modernized Freshwater Ice Observation Network,Y,,Cryosphere,,"Arp, Christopher",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836523,,Logistics Base,,,,United States of America,"Atqasuk, Arctic Alaska",70.47,-157.38,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Fresh Eyes on Ice: Connecting Arctic Communities through a Revitalized and Modernized Freshwater Ice Observation Network,Y,,Cryosphere,,"Arp, Christopher",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836523,,Logistics Base,,,,United States of America,"Beaver Creek, Interior Alaska",66.35,-147.39,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Fresh Eyes on Ice: Connecting Arctic Communities through a Revitalized and Modernized Freshwater Ice Observation Network,Y,,Cryosphere,,"Arp, Christopher",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836523,,Logistics Base,,,,United States of America,"Bethel, West Alaska",60.79,-161.76,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1836523,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Fresh Eyes on Ice: Connecting Arctic Communities through a Revitalized and Modernized Freshwater Ice Observation Network,Y,,Cryosphere,,"Arp, Christopher",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836523,,Logistics Base,,,,United States of America,"Chevak, West Alaska",61.52,-165.58,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1837646,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2022,Continuing Support of Sustainable Observations of Thermal State of Permafrost in North America and Russia: The U.S. Contribution to the Global Terrestrial Network for Permafrost,Y,,Cryosphere,,"Romanovsky, Vladimir",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1832238,,Logistics Base,,,,United States of America,"Coldfoot, Arctic Alaska",67.25,-150.18,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1837646,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2022,Continuing Support of Sustainable Observations of Thermal State of Permafrost in North America and Russia: The U.S. Contribution to the Global Terrestrial Network for Permafrost,Y,,Cryosphere,,"Romanovsky, Vladimir",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1832238,,Logistics Base,,,,United States of America,"Deadhorse, Arctic Alaska",70.19,-148.46,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1837646,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2022,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Kholodov, Alexander",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753397,,Logistics Base,,,,United States of America,"Circle, Interior Alaska",65.81,-144.05,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1839063,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2022,NNA Track 1: Pursuing Opportunities for Long-term Arctic Resilience for Infrastructure and Society (POLARIS),Y,,Data Management,,"Chi, Guangqing",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1927827,,Logistics Base,,,,United States of America,"Dillingham, West Alaska",59.04,-158.46,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1839063,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2022,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Kholodov, Alexander",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753397,,Logistics Base,,,,United States of America,"Eagle, Interior Alaska",64.78,-141.2,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1839063,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2022,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Eagle, Interior Alaska",64.78,-141.2,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1842306,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,Continuing Support of Sustainable Observations of Thermal State of Permafrost in North America and Russia: The U.S. Contribution to the Global Terrestrial Network for Permafrost,Y,,Cryosphere,,"Romanovsky, Vladimir",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1832238,,Logistics Base,,,,United States of America,"Gakona, Southcentral and Gulf Coast Alaska",62.39,-145.15,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1842306,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Fort Yukon, Interior Alaska",66.56,-145.25,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1842306,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2018,2021,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Fort Yukon, Interior Alaska",66.56,-145.25,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1845877,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2022,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Mutter, Edda",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753389,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Musselman, Keith",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928189,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA Track 1: Collaborative Research: The climate impacts on Alaskan and Yukon rivers, fish, and communities as told through co-produced scenarios",Y,,Biology,,"Newman, Andrew",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928078,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Collaborative Research: Indigenous Observation Network 2.0: Impacts of Environmental Change on the Yukon and Kuskokwim Watersheds,Y,,Biology,,"Kholodov, Alexander",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1753397,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,"NNA: Collaborative Research: Integrating Language Documentation and Computational Tools for Yupik, an Alaska Native Language",Y,,Social and Human Sciences,,"Schreiner, Sylvia",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1760977,,Logistics Base,,,,United States of America,"Gambell, West Alaska",63.77,-171.73,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1848210,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2024,NNA: Fresh Eyes on Ice: Connecting Arctic Communities through a Revitalized and Modernized Freshwater Ice Observation Network,Y,,Cryosphere,,"Arp, Christopher",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1836523,,Logistics Base,,,,United States of America,"Galena, Interior Alaska",64.73,-156.92,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1852614,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2021,NNA Track 1: Collaborative Research: Opening Up and Crowding In:Dynamic Adaptation to Evolving Arctic Sea Ice Loss,Y,,Social and Human Sciences,,"Tremblay, Bruno",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1928126,,Logistics Base,,,,United States of America,"Gambell, West Alaska",63.77,-171.73,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
1852614,United States of America,NSF: National Science Foundation,GEO\OPP\ARC\AON\,2019,2021,"NNA: Collaborative Research: Integrating Language Documentation and Computational Tools for Yupik, an Alaska Native Language",Y,,Social and Human Sciences,,"Schwartz, Lane",,,Principal Investigator,https://api.battellearcticgateway.org/v1/reports/grant?proposal_number= 1761680,,Logistics Base,,,,United States of America,"Gambell, West Alaska",63.77,-171.73,Logistics Base,,,,,,,,,,,,,,,,4/22/2020,,,,,,,,
